edge_id,slope
EDGE_004514,0.090268
EDGE_004515,-0.033171
EDGE_004516,-0.005672
EDGE_004517,0.014812
EDGE_004518,-0.002868
EDGE_004519,-0.005591
EDGE_004520,-0.062489
EDGE_004521,0.070227
EDGE_004522,0.001388
EDGE_004523,-0.021346
EDGE_004524,-0.040399
EDGE_004525,-0.082011
EDGE_004526,0.006771
EDGE_004527,-0.076935
EDGE_004528,0.032587
EDGE_004529,0.011423
EDGE_004530,-0.024239
EDGE_004531,0.021904
EDGE_004532,-0.023166
EDGE_004533,0.015060
EDGE_004534,-0.030067
EDGE_004535,0.036384
EDGE_004536,-0.050179
EDGE_004537,-0.027458
EDGE_004538,0.009181
EDGE_004539,-0.016934
EDGE_004540,0.042844
EDGE_004541,-0.072495
EDGE_004542,0.038469
EDGE_004543,-0.006771
EDGE_004544,-0.047601
EDGE_004545,0.058368
EDGE_004546,-0.055466
EDGE_004547,-0.014544
EDGE_004548,0.047478
EDGE_004549,0.022171
EDGE_004550,-0.016635
EDGE_004551,0.014544
EDGE_004552,-0.041332
EDGE_004553,0.013836
EDGE_004554,-0.034628
EDGE_004555,-0.045292
EDGE_004556,0.013221
EDGE_004557,0.021314
EDGE_004558,0.032902
EDGE_004559,0.005591
EDGE_004560,-0.015601
EDGE_004561,-0.057966
EDGE_004562,0.065160
EDGE_004563,-0.056438
EDGE_004564,0.005673
EDGE_004565,0.132278
EDGE_004566,-0.018231
EDGE_004567,0.033171
EDGE_004568,-0.013420
EDGE_004569,-0.001650
EDGE_004570,0.076395
EDGE_004571,-0.049037
EDGE_004572,0.004505
EDGE_004573,-0.013902
EDGE_004574,-0.002634
EDGE_004575,-0.022063
EDGE_004576,0.018231
EDGE_004577,-0.032902
EDGE_004578,0.076935
EDGE_004579,-0.038216
EDGE_004580,0.016934
EDGE_004581,-0.008005
EDGE_004582,-0.014758
EDGE_004583,0.045419
EDGE_004584,0.082011
EDGE_004585,0.015601
EDGE_004586,0.023066
EDGE_004587,0.000000
EDGE_004588,0.038908
EDGE_004589,-0.009352
EDGE_004590,0.007721
EDGE_004591,0.035982
EDGE_004592,-0.009415
EDGE_004593,0.008317
EDGE_004594,0.001650
EDGE_004595,-0.014812
EDGE_004596,0.021644
EDGE_004597,-0.022223
EDGE_004598,0.031038
EDGE_004599,-0.015060
EDGE_004600,0.005518
EDGE_004601,-0.028223
EDGE_004602,0.050179
EDGE_004603,-0.061480
EDGE_004604,-0.013407
EDGE_004605,0.041332
EDGE_004606,-0.003288
EDGE_004607,0.018483
EDGE_004608,-0.038908
EDGE_004609,0.023166
EDGE_004610,-0.005936
EDGE_004611,0.002075
EDGE_004612,0.011441
EDGE_004613,-0.026261
EDGE_004614,-0.057802
EDGE_004615,0.072221
EDGE_004616,0.050074
EDGE_004617,-0.051160
EDGE_004618,-0.002923
EDGE_004619,0.002868
EDGE_004620,0.005159
EDGE_004621,-0.010509
EDGE_004622,-0.011225
EDGE_004623,0.009415
EDGE_004624,0.027458
EDGE_004625,-0.065540
EDGE_004626,0.053410
EDGE_004627,-0.041415
EDGE_004628,0.032841
EDGE_004629,0.009215
EDGE_004630,-0.091408
EDGE_004631,0.062489
EDGE_004632,-0.008436
EDGE_004633,-0.006366
EDGE_004634,0.003288
EDGE_004635,-0.006621
EDGE_004636,-0.039093
EDGE_004637,0.006557
EDGE_004638,-0.014638
EDGE_004639,0.019907
EDGE_004640,-0.071316
EDGE_004641,0.061480
EDGE_004642,-0.011493
EDGE_004643,0.008151
EDGE_004644,-0.035982
EDGE_004645,0.028663
EDGE_004646,-0.009181
EDGE_004647,0.055248
EDGE_004648,-0.026945
EDGE_004649,0.027946
EDGE_004650,-0.021904
EDGE_004651,0.043488
EDGE_004652,0.006366
EDGE_004653,-0.021722
EDGE_004654,0.021346
EDGE_004655,0.005936
EDGE_004656,-0.028548
EDGE_004657,-0.014991
EDGE_004658,-0.001078
EDGE_004659,0.016851
EDGE_004660,0.004326
EDGE_004661,0.093682
EDGE_004662,-0.067719
EDGE_004663,-0.020030
EDGE_004664,-0.048111
EDGE_004665,-0.003657
EDGE_004666,0.012038
EDGE_004667,-0.061219
EDGE_004668,0.088284
EDGE_004669,-0.011344
EDGE_004670,0.006432
EDGE_004671,0.020932
EDGE_004672,0.026852
EDGE_004673,-0.027909
EDGE_004674,-0.007620
EDGE_004675,-0.046959
EDGE_004676,0.057904
EDGE_004677,0.012392
EDGE_004678,-0.011190
EDGE_004679,-0.053260
EDGE_004680,-0.046832
EDGE_004681,0.076208
EDGE_004682,0.020505
EDGE_004683,0.080689
EDGE_004684,-0.020115
EDGE_004685,-0.037036
EDGE_004686,0.054157
EDGE_004687,0.013054
EDGE_004688,0.059888
EDGE_004689,0.026760
EDGE_004690,0.043621
EDGE_004691,-0.045330
EDGE_004692,0.025013
EDGE_004693,-0.049314
EDGE_004694,0.011129
EDGE_004695,-0.010560
EDGE_004696,-0.042258
EDGE_004697,-0.013054
EDGE_004698,0.016894
EDGE_004699,-0.018095
EDGE_004700,0.032042
EDGE_004701,0.021175
EDGE_004702,-0.044355
EDGE_004703,0.044178
EDGE_004704,-0.040738
EDGE_004705,-0.014777
EDGE_004706,0.018095
EDGE_004707,0.042258
EDGE_004708,0.005657
EDGE_004709,-0.001137
EDGE_004710,-0.057753
EDGE_004711,-0.068494
EDGE_004712,-0.057904
EDGE_004713,0.037036
EDGE_004714,-0.010701
EDGE_004715,0.002908
EDGE_004716,0.021327
EDGE_004717,-0.000024
EDGE_004718,0.010701
EDGE_004719,-0.035421
EDGE_004720,0.011190
EDGE_004721,-0.077657
EDGE_004722,-0.030206
EDGE_004723,-0.041866
EDGE_004724,0.048934
EDGE_004725,0.014777
EDGE_004726,-0.013321
EDGE_004727,-0.037121
EDGE_004728,-0.054157
EDGE_004729,0.073865
EDGE_004730,0.001137
EDGE_004731,-0.035553
EDGE_004732,-0.040002
EDGE_004733,0.030777
EDGE_004734,-0.040521
EDGE_004735,0.041866
EDGE_004736,0.080576
EDGE_004737,-0.055608
EDGE_004738,-0.059888
EDGE_004739,0.046832
EDGE_004740,0.040738
EDGE_004741,0.008461
EDGE_004742,-0.000686
EDGE_004743,0.000381
EDGE_004744,0.023211
EDGE_004745,-0.003998
EDGE_004746,0.003078
EDGE_004747,-0.005946
EDGE_004748,0.003751
EDGE_004749,0.012183
EDGE_004750,-0.002483
EDGE_004751,-0.001016
EDGE_004752,-0.000774
EDGE_004753,0.003477
EDGE_004754,-0.002287
EDGE_004755,0.015583
EDGE_004756,0.002996
EDGE_004757,-0.000875
EDGE_004758,0.004580
EDGE_004759,-0.003683
EDGE_004760,-0.004397
EDGE_004761,-0.027222
EDGE_004762,-0.003171
EDGE_004763,-0.020498
EDGE_004764,-0.015237
EDGE_004765,0.026274
EDGE_004766,-0.011744
EDGE_004767,0.009478
EDGE_004768,0.008739
EDGE_004769,-0.033727
EDGE_004770,-0.001049
EDGE_004771,0.011573
EDGE_004772,0.000973
EDGE_004773,-0.005829
EDGE_004774,-0.006254
EDGE_004775,0.010572
EDGE_004776,-0.000917
EDGE_004777,0.014080
EDGE_004778,-0.031370
EDGE_004779,-0.012970
EDGE_004780,-0.000645
EDGE_004781,0.013540
EDGE_004782,0.000943
EDGE_004783,0.026117
EDGE_004784,0.027558
EDGE_004785,0.022296
EDGE_004786,0.005946
EDGE_004787,0.004729
EDGE_004788,0.027264
EDGE_004789,-0.006636
EDGE_004790,0.002247
EDGE_004791,-0.014876
EDGE_004792,0.011940
EDGE_004793,-0.009745
EDGE_004794,-0.011970
EDGE_004795,0.001395
EDGE_004796,0.007263
EDGE_004797,0.000393
EDGE_004798,0.004201
EDGE_004799,0.006702
EDGE_004800,0.004184
EDGE_004801,0.017775
EDGE_004802,0.022271
EDGE_004803,0.020498
EDGE_004804,-0.008275
EDGE_004805,0.073196
EDGE_004806,0.014377
EDGE_004807,-0.007466
EDGE_004808,-0.007496
EDGE_004809,0.011970
EDGE_004810,0.002727
EDGE_004811,-0.000506
EDGE_004812,0.001002
EDGE_004813,-0.019560
EDGE_004814,0.011759
EDGE_004815,0.006761
EDGE_004816,0.027968
EDGE_004817,0.018516
EDGE_004818,0.002585
EDGE_004819,-0.005213
EDGE_004820,0.005053
EDGE_004821,-0.003751
EDGE_004822,0.002388
EDGE_004823,-0.002792
EDGE_004824,-0.002490
EDGE_004825,-0.004580
EDGE_004826,0.001016
EDGE_004827,-0.005554
EDGE_004828,0.007466
EDGE_004829,-0.004653
EDGE_004830,-0.012183
EDGE_004831,-0.005452
EDGE_004832,0.004653
EDGE_004833,0.012847
EDGE_004834,0.000506
EDGE_004835,-0.000973
EDGE_004836,0.018349
EDGE_004837,0.027222
EDGE_004838,-0.002585
EDGE_004839,0.003998
EDGE_004840,-0.017637
EDGE_004841,0.015237
EDGE_004842,-0.011573
EDGE_004843,0.000875
EDGE_004844,0.001302
EDGE_004845,0.015587
EDGE_004846,-0.000059
EDGE_004847,-0.000943
EDGE_004848,0.014876
EDGE_004849,-0.003276
EDGE_004850,0.003845
EDGE_004851,-0.002005
EDGE_004852,0.006799
EDGE_004853,0.004137
EDGE_004854,0.002866
EDGE_004855,-0.001972
EDGE_004856,0.015553
EDGE_004857,-0.002231
EDGE_004858,0.001836
EDGE_004859,0.002451
EDGE_004860,-0.003021
EDGE_004861,-0.007254
EDGE_004862,-0.003753
EDGE_004863,0.006810
EDGE_004864,-0.002125
EDGE_004865,0.003952
EDGE_004866,0.008753
EDGE_004867,-0.006799
EDGE_004868,0.007254
EDGE_004869,0.003744
EDGE_004870,0.000613
EDGE_004871,0.004898
EDGE_004872,-0.003744
EDGE_004873,-0.010446
EDGE_004874,0.008515
EDGE_004875,-0.004782
EDGE_004876,-0.015029
EDGE_004877,-0.003038
EDGE_004878,-0.000862
EDGE_004879,-0.006477
EDGE_004880,-0.010383
EDGE_004881,0.002033
EDGE_004882,0.000862
EDGE_004883,-0.012077
EDGE_004884,0.012329
EDGE_004885,0.003038
EDGE_004886,-0.006816
EDGE_004887,0.010527
EDGE_004888,0.012676
EDGE_004889,-0.012389
EDGE_004890,-0.004794
EDGE_004891,0.022852
EDGE_004892,0.014532
EDGE_004893,0.014967
EDGE_004894,0.015874
EDGE_004895,-0.014000
EDGE_004896,-0.010633
EDGE_004897,0.007980
EDGE_004898,0.014000
EDGE_004899,0.009136
EDGE_004900,-0.013613
EDGE_004901,0.011045
EDGE_004902,-0.015874
EDGE_004903,0.044417
EDGE_004904,-0.014532
EDGE_004905,-0.010527
EDGE_004906,-0.022852
EDGE_004907,-0.037783
EDGE_004908,-0.036814
EDGE_004909,-0.023202
EDGE_004910,0.014487
EDGE_004911,-0.014554
EDGE_004912,0.008068
EDGE_004913,0.004794
EDGE_004914,-0.012676
EDGE_004915,-0.008068
EDGE_004916,0.015151
EDGE_004917,0.010633
EDGE_004918,0.004346
EDGE_004919,0.015231
EDGE_004920,-0.014487
EDGE_004921,-0.004346
EDGE_004922,0.013484
EDGE_004923,0.005422
EDGE_004924,-0.002953
EDGE_004925,0.009846
EDGE_004926,0.016450
EDGE_004927,0.013593
EDGE_004928,-0.013911
EDGE_004929,-0.005422
EDGE_004930,0.013911
EDGE_004931,-0.015231
EDGE_004932,0.002953
EDGE_004933,-0.006722
EDGE_004934,-0.014460
EDGE_004935,0.001888
EDGE_004936,0.023202
EDGE_004937,0.000923
EDGE_004938,-0.012930
EDGE_004939,0.014942
EDGE_004940,-0.011045
EDGE_004941,-0.014917
EDGE_004942,0.008963
EDGE_004943,-0.017844
EDGE_004944,-0.014942
EDGE_004945,0.087005
EDGE_004946,-0.017025
EDGE_004947,0.008387
EDGE_004948,-0.001888
EDGE_004949,0.017844
EDGE_004950,-0.012977
EDGE_004951,-0.011625
EDGE_004952,-0.013568
EDGE_004953,0.011625
EDGE_004954,0.012977
EDGE_004955,-0.012185
EDGE_004956,-0.008979
EDGE_004957,0.009666
EDGE_004958,0.013234
EDGE_004959,-0.008963
EDGE_004960,0.008979
EDGE_004961,-0.013234
EDGE_004962,0.006722
EDGE_004963,-0.014967
EDGE_004964,0.013388
EDGE_004965,-0.013829
EDGE_004966,-0.013388
EDGE_004967,0.013613
EDGE_004968,-0.013484
EDGE_004969,0.009605
EDGE_004970,0.036814
EDGE_004971,-0.013593
EDGE_004972,-0.008950
EDGE_004973,0.037783
EDGE_004974,-0.009136
EDGE_004975,-0.013733
EDGE_004976,0.013733
EDGE_004977,0.008950
EDGE_004978,-0.009605
EDGE_004979,0.012389
EDGE_004980,
EDGE_004981,0.001769
EDGE_004982,0.002058
EDGE_004983,0.002070
EDGE_004984,-0.007865
EDGE_004985,0.006715
EDGE_004986,-0.003455
EDGE_004987,-0.010945
EDGE_004988,-0.009116
EDGE_004989,-0.008491
EDGE_004990,0.000000
EDGE_004991,0.000000
EDGE_004992,-0.010872
EDGE_004993,0.010872
EDGE_004994,-0.008275
EDGE_004995,0.002280
EDGE_004996,-0.012218
EDGE_004997,-0.054721
EDGE_004998,-0.040561
EDGE_004999,-0.079556
EDGE_005000,0.066845
EDGE_005001,-0.000668
EDGE_005002,-0.000178
EDGE_005003,-0.006507
EDGE_005004,0.000000
EDGE_005005,0.002192
EDGE_005006,0.001625
EDGE_005007,0.008275
EDGE_005008,0.059435
EDGE_005009,0.215376
EDGE_005010,-0.078893
EDGE_005011,0.003834
EDGE_005012,-0.188000
EDGE_005013,0.079556
EDGE_005014,0.057185
EDGE_005015,-0.035678
EDGE_005016,-0.002617
EDGE_005017,-0.000939
EDGE_005018,0.000000
EDGE_005019,0.007440
EDGE_005020,-0.020294
EDGE_005021,-0.000940
EDGE_005022,0.007865
EDGE_005023,0.077070
EDGE_005024,-0.014563
EDGE_005025,0.012030
EDGE_005026,-0.151445
EDGE_005027,0.145108
EDGE_005028,-0.007484
EDGE_005029,0.004849
EDGE_005030,0.011774
EDGE_005031,0.005031
EDGE_005032,0.151445
EDGE_005033,-0.008584
EDGE_005034,-0.076351
EDGE_005035,0.188000
EDGE_005036,-0.020813
EDGE_005037,-0.002058
EDGE_005038,0.007545
EDGE_005039,-0.010347
EDGE_005040,0.008584
EDGE_005041,-0.009836
EDGE_005042,0.014179
EDGE_005043,-0.077070
EDGE_005044,0.020813
EDGE_005045,0.007484
EDGE_005046,0.000000
EDGE_005047,0.000000
EDGE_005048,0.002237
EDGE_005049,0.002883
EDGE_005050,-0.002661
EDGE_005051,-0.007545
EDGE_005052,-0.078707
EDGE_005053,-0.001589
EDGE_005054,-0.004849
EDGE_005055,0.002458
EDGE_005056,0.003380
EDGE_005057,0.002887
EDGE_005058,-0.000812
EDGE_005059,-0.012802
EDGE_005060,-0.002093
EDGE_005061,0.115841
EDGE_005062,0.018250
EDGE_005063,0.002617
EDGE_005064,0.001015
EDGE_005065,-0.000894
EDGE_005066,-0.006715
EDGE_005067,0.006507
EDGE_005068,0.003629
EDGE_005069,-0.002883
EDGE_005070,0.000894
EDGE_005071,0.009464
EDGE_005072,0.007505
EDGE_005073,0.014563
EDGE_005074,0.010945
EDGE_005075,-0.004072
EDGE_005076,-0.002158
EDGE_005077,-0.018864
EDGE_005078,-0.002563
EDGE_005079,-0.009464
EDGE_005080,0.026163
EDGE_005081,0.130029
EDGE_005082,-0.021800
EDGE_005083,-0.003834
EDGE_005084,-0.007440
EDGE_005085,-0.000657
EDGE_005086,0.020286
EDGE_005087,0.009216
EDGE_005088,0.000939
EDGE_005089,0.000668
EDGE_005090,0.000812
EDGE_005091,-0.002237
EDGE_005092,-0.120089
EDGE_005093,0.014098
EDGE_005094,0.075387
EDGE_005095,-0.353554
EDGE_005096,0.031686
EDGE_005097,-0.190520
EDGE_005098,-0.130029
EDGE_005099,-0.081346
EDGE_005100,0.004713
EDGE_005101,0.094462
EDGE_005102,0.136139
EDGE_005103,-0.215376
EDGE_005104,0.069595
EDGE_005105,0.091033
EDGE_005106,-0.057185
EDGE_005107,-0.031686
EDGE_005108,0.353554
EDGE_005109,-0.069595
EDGE_005110,-0.202442
EDGE_005111,0.070600
EDGE_005112,-0.136139
EDGE_005113,-0.004713
EDGE_005114,0.190520
EDGE_005115,0.014813
EDGE_005116,-0.026163
EDGE_005117,0.021800
EDGE_005118,-0.059435
EDGE_005119,0.076351
EDGE_005120,0.202442
EDGE_005121,-0.070440
EDGE_005122,0.078893
EDGE_005123,-0.012030
EDGE_005124,0.070440
EDGE_005125,-0.020019
EDGE_005126,0.020019
EDGE_005127,-0.004311
EDGE_005128,-0.031498
EDGE_005129,-0.113159
EDGE_005130,0.004311
EDGE_005131,0.017625
EDGE_005132,-0.145108
EDGE_005133,0.055907
EDGE_005134,0.035678
EDGE_005135,-0.017625
EDGE_005136,0.001589
EDGE_005137,0.112998
EDGE_005138,-0.003872
EDGE_005139,0.104911
EDGE_005140,0.031498
EDGE_005141,0.040561
EDGE_005142,-0.028248
EDGE_005143,0.120089
EDGE_005144,-0.031528
EDGE_005145,0.010473
EDGE_005146,-0.091910
EDGE_005147,-0.010473
EDGE_005148,0.028248
EDGE_005149,-0.066845
EDGE_005150,-0.014098
EDGE_005151,-0.116291
EDGE_005152,0.000000
EDGE_005153,0.047093
EDGE_005154,0.106084
EDGE_005155,0.056611
EDGE_005156,-0.058625
EDGE_005157,-0.047093
EDGE_005158,-0.046781
EDGE_005159,-0.018744
EDGE_005160,0.024180
EDGE_005161,0.002097
EDGE_005162,0.021910
EDGE_005163,0.007996
EDGE_005164,-0.002097
EDGE_005165,-0.000398
EDGE_005166,0.000000
EDGE_005167,0.013694
EDGE_005168,0.003048
EDGE_005169,0.006843
EDGE_005170,-0.021910
EDGE_005171,0.009135
EDGE_005172,0.031445
EDGE_005173,-0.009467
EDGE_005174,-0.028011
EDGE_005175,0.012838
EDGE_005176,-0.019952
EDGE_005177,0.027503
EDGE_005178,-0.031445
EDGE_005179,-0.001911
EDGE_005180,0.025906
EDGE_005181,0.027618
EDGE_005182,0.000804
EDGE_005183,0.014117
EDGE_005184,0.009974
EDGE_005185,-0.025906
EDGE_005186,0.010638
EDGE_005187,-0.010957
EDGE_005188,0.009345
EDGE_005189,0.000110
EDGE_005190,0.002571
EDGE_005191,0.019940
EDGE_005192,0.000251
EDGE_005193,0.009467
EDGE_005194,0.007400
EDGE_005195,-0.000110
EDGE_005196,0.023154
EDGE_005197,0.000312
EDGE_005198,-0.008875
EDGE_005199,0.015932
EDGE_005200,-0.009974
EDGE_005201,-0.007400
EDGE_005202,-0.015261
EDGE_005203,0.002762
EDGE_005204,-0.021880
EDGE_005205,0.028011
EDGE_005206,-0.016393
EDGE_005207,0.008659
EDGE_005208,0.018595
EDGE_005209,0.085844
EDGE_005210,0.010478
EDGE_005211,-0.018306
EDGE_005212,0.063437
EDGE_005213,-0.058977
EDGE_005214,-0.132933
EDGE_005215,0.108831
EDGE_005216,-0.084774
EDGE_005217,-0.049759
EDGE_005218,0.054495
EDGE_005219,0.053125
EDGE_005220,-0.053208
EDGE_005221,0.132933
EDGE_005222,-0.103413
EDGE_005223,0.053208
EDGE_005224,-0.066585
EDGE_005225,0.025851
EDGE_005226,-0.073398
EDGE_005227,0.049759
EDGE_005228,-0.025851
EDGE_005229,0.084774
EDGE_005230,0.012812
EDGE_005231,-0.108831
EDGE_005232,0.072127
EDGE_005233,0.071790
EDGE_005234,-0.010478
EDGE_005235,-0.025582
EDGE_005236,0.017980
EDGE_005237,0.038177
EDGE_005238,0.226886
EDGE_005239,-0.058732
EDGE_005240,-0.086855
EDGE_005241,0.015667
EDGE_005242,0.095702
EDGE_005243,-0.028778
EDGE_005244,0.033302
EDGE_005245,-0.075267
EDGE_005246,0.086855
EDGE_005247,0.018306
EDGE_005248,0.029923
EDGE_005249,-0.033748
EDGE_005250,0.000000
EDGE_005251,-0.016503
EDGE_005252,0.005821
EDGE_005253,-0.046755
EDGE_005254,-0.032981
EDGE_005255,0.015330
EDGE_005256,0.045365
EDGE_005257,-0.054848
EDGE_005258,0.007194
EDGE_005259,0.046755
EDGE_005260,0.038860
EDGE_005261,-0.006105
EDGE_005262,-0.004483
EDGE_005263,0.011039
EDGE_005264,0.006105
EDGE_005265,0.016827
EDGE_005266,0.020815
EDGE_005267,-0.059190
EDGE_005268,0.079149
EDGE_005269,-0.012473
EDGE_005270,-0.038860
EDGE_005271,-0.110232
EDGE_005272,-0.044642
EDGE_005273,-0.038469
EDGE_005274,0.054664
EDGE_005275,0.077373
EDGE_005276,0.100137
EDGE_005277,-0.020815
EDGE_005278,-0.056651
EDGE_005279,0.004483
EDGE_005280,-0.067813
EDGE_005281,0.110232
EDGE_005282,0.025303
EDGE_005283,0.025996
EDGE_005284,-0.005821
EDGE_005285,-0.047624
EDGE_005286,0.019401
EDGE_005287,0.010676
EDGE_005288,-0.028884
EDGE_005289,-0.047806
EDGE_005290,0.015569
EDGE_005291,-0.028247
EDGE_005292,-0.004431
EDGE_005293,-0.017531
EDGE_005294,-0.079149
EDGE_005295,0.004150
EDGE_005296,0.035035
EDGE_005297,0.039916
EDGE_005298,0.022096
EDGE_005299,-0.019401
EDGE_005300,0.010064
EDGE_005301,0.012687
EDGE_005302,-0.025303
EDGE_005303,-0.025087
EDGE_005304,-0.040493
EDGE_005305,-0.035035
EDGE_005306,-0.004402
EDGE_005307,0.016167
EDGE_005308,0.003434
EDGE_005309,-0.004997
EDGE_005310,-0.014043
EDGE_005311,0.006547
EDGE_005312,-0.001606
EDGE_005313,0.002576
EDGE_005314,0.009592
EDGE_005315,0.015160
EDGE_005316,-0.004736
EDGE_005317,0.043188
EDGE_005318,0.043055
EDGE_005319,-0.001357
EDGE_005320,0.000000
EDGE_005321,0.012971
EDGE_005322,0.004997
EDGE_005323,-0.016167
EDGE_005324,0.004736
EDGE_005325,0.023385
EDGE_005326,0.014043
EDGE_005327,-0.001463
EDGE_005328,-0.003152
EDGE_005329,0.001606
EDGE_005330,0.004947
EDGE_005331,0.004402
EDGE_005332,0.013330
EDGE_005333,0.011924
EDGE_005334,-0.006270
EDGE_005335,0.007488
EDGE_005336,-0.002923
EDGE_005337,-0.008701
EDGE_005338,0.010305
EDGE_005339,0.002151
EDGE_005340,0.008012
EDGE_005341,-0.002910
EDGE_005342,0.005919
EDGE_005343,-0.008012
EDGE_005344,0.009490
EDGE_005345,0.008709
EDGE_005346,-0.009490
EDGE_005347,0.009102
EDGE_005348,-0.002151
EDGE_005349,-0.007206
EDGE_005350,0.008701
EDGE_005351,0.002910
EDGE_005352,-0.005226
EDGE_005353,-0.009102
EDGE_005354,0.008616
EDGE_005355,0.005413
EDGE_005356,-0.009479
EDGE_005357,0.009822
EDGE_005358,0.001903
EDGE_005359,-0.009445
EDGE_005360,0.016446
EDGE_005361,0.002239
EDGE_005362,-0.011532
EDGE_005363,0.000000
EDGE_005364,0.000000
EDGE_005365,-0.008762
EDGE_005366,0.009479
EDGE_005367,0.001873
EDGE_005368,-0.015369
EDGE_005369,0.022515
EDGE_005370,-0.001534
EDGE_005371,-0.008945
EDGE_005372,0.009378
EDGE_005373,-0.001903
EDGE_005374,-0.011431
EDGE_005375,0.008443
EDGE_005376,-0.002302
EDGE_005377,-0.012643
EDGE_005378,0.015369
EDGE_005379,-0.002239
EDGE_005380,0.000000
EDGE_005381,0.005135
EDGE_005382,0.000000
EDGE_005383,0.000000
EDGE_005384,0.001218
EDGE_005385,0.014819
EDGE_005386,-0.009541
EDGE_005387,0.008945
EDGE_005388,0.000980
EDGE_005389,-0.005135
EDGE_005390,0.008048
EDGE_005391,-0.000356
EDGE_005392,-0.007577
EDGE_005393,0.000000
EDGE_005394,0.000356
EDGE_005395,-0.008048
EDGE_005396,0.005226
EDGE_005397,-0.001218
EDGE_005398,-0.009378
EDGE_005399,0.011431
EDGE_005400,-0.000980
EDGE_005401,-0.008202
EDGE_005402,0.009445
EDGE_005403,0.002302
EDGE_005404,-0.008443
EDGE_005405,0.012643
EDGE_005406,0.001534
EDGE_005407,-0.001590
EDGE_005408,-0.000146
EDGE_005409,-0.001952
EDGE_005410,0.001952
EDGE_005411,-0.001376
EDGE_005412,-0.006103
EDGE_005413,0.003546
EDGE_005414,0.000017
EDGE_005415,-0.000738
EDGE_005416,0.004321
EDGE_005417,-0.007276
EDGE_005418,0.004256
EDGE_005419,-0.002207
EDGE_005420,-0.007731
EDGE_005421,-0.015566
EDGE_005422,0.003351
EDGE_005423,0.012970
EDGE_005424,-0.002713
EDGE_005425,0.007731
EDGE_005426,-0.007902
EDGE_005427,0.015566
EDGE_005428,0.002207
EDGE_005429,0.019255
EDGE_005430,-0.001129
EDGE_005431,-0.008964
EDGE_005432,0.007276
EDGE_005433,-0.006873
EDGE_005434,0.001129
EDGE_005435,0.007902
EDGE_005436,-0.012984
EDGE_005437,-0.041799
EDGE_005438,-0.019255
EDGE_005439,0.021366
EDGE_005440,-0.004976
EDGE_005441,0.012984
EDGE_005442,-0.011388
EDGE_005443,0.041799
EDGE_005444,-0.008064
EDGE_005445,0.002713
EDGE_005446,0.012061
EDGE_005447,0.006621
EDGE_005448,-0.008203
EDGE_005449,0.008064
EDGE_005450,0.064286
EDGE_005451,-0.021366
EDGE_005452,0.042735
EDGE_005453,0.008792
EDGE_005454,0.000000
EDGE_005455,0.011388
EDGE_005456,0.003692
EDGE_005457,0.004976
EDGE_005458,-0.006174
EDGE_005459,0.007976
EDGE_005460,0.000000
EDGE_005461,0.000000
EDGE_005462,0.006174
EDGE_005463,-0.012200
EDGE_005464,0.002955
EDGE_005465,-0.006062
EDGE_005466,-0.001755
EDGE_005467,-0.003692
EDGE_005468,-0.003667
EDGE_005469,-0.059961
EDGE_005470,0.063513
EDGE_005471,-0.036230
EDGE_005472,0.059961
EDGE_005473,0.067130
EDGE_005474,-0.019876
EDGE_005475,0.036230
EDGE_005476,-0.003104
EDGE_005477,0.014491
EDGE_005478,0.012200
EDGE_005479,0.006047
EDGE_005480,0.003667
EDGE_005481,0.013167
EDGE_005482,-0.017118
EDGE_005483,0.019876
EDGE_005484,-0.006621
EDGE_005485,0.001402
EDGE_005486,0.000000
EDGE_005487,0.005992
EDGE_005488,0.009605
EDGE_005489,-0.008896
EDGE_005490,0.017118
EDGE_005491,0.008466
EDGE_005492,-0.005958
EDGE_005493,0.001755
EDGE_005494,0.005038
EDGE_005495,-0.001402
EDGE_005496,-0.009895
EDGE_005497,0.008896
EDGE_005498,0.006649
EDGE_005499,-0.054388
EDGE_005500,-0.009825
EDGE_005501,0.006553
EDGE_005502,0.002196
EDGE_005503,-0.008466
EDGE_005504,-0.005038
EDGE_005505,-0.006047
EDGE_005506,0.012449
EDGE_005507,0.010979
EDGE_005508,0.005835
EDGE_005509,0.009895
EDGE_005510,-0.005992
EDGE_005511,0.005572
EDGE_005512,-0.067130
EDGE_005513,0.009825
EDGE_005514,-0.119290
EDGE_005515,0.005922
EDGE_005516,-0.005835
EDGE_005517,0.006594
EDGE_005518,0.005730
EDGE_005519,-0.006553
EDGE_005520,-0.002196
EDGE_005521,-0.034445
EDGE_005522,-0.019076
EDGE_005523,0.041275
EDGE_005524,-0.041275
EDGE_005525,-0.009898
EDGE_005526,0.119290
EDGE_005527,0.005476
EDGE_005528,-0.005922
EDGE_005529,-0.012449
EDGE_005530,0.009485
EDGE_005531,-0.038300
EDGE_005532,0.034445
EDGE_005533,0.005976
EDGE_005534,-0.012268
EDGE_005535,-0.032968
EDGE_005536,0.019727
EDGE_005537,0.038300
EDGE_005538,0.014495
EDGE_005539,-0.005730
EDGE_005540,-0.005476
EDGE_005541,0.010420
EDGE_005542,-0.006487
EDGE_005543,-0.082212
EDGE_005544,0.032968
EDGE_005545,-0.051945
EDGE_005546,-0.000910
EDGE_005547,0.031328
EDGE_005548,-0.008946
EDGE_005549,0.012104
EDGE_005550,-0.014495
EDGE_005551,-0.016868
EDGE_005552,0.006526
