segment_id,total_score,level_text,accident_rate_score,road_shape_score,road_scale_score,intersection_score,traffic_volume_score,explanation,detail_description,detail_source,detail_source_ref,detail_updated_at,computed_at
SEG_001912,46.0,보통,0.0,70,80,100,20,"서비스 도로, 좁은 도로, 복잡한 교차로",이 구간은 서비스 도로(주차장 진입로 등)입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 80점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 20점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001913,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로",이 구간은 서비스 도로(주차장 진입로 등)입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 80점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 20점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001914,46.0,보통,0.0,70,80,100,20,"서비스 도로, 좁은 도로, 복잡한 교차로",이 구간은 서비스 도로(주차장 진입로 등)입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 80점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 20점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001915,41.4,보통,41.6,70,80,0,20,"서비스 도로, 좁은 도로",이 구간은 서비스 도로(주차장 진입로 등)입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 80점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 20점). 인근에 사고 이력이 있는 지점이 있습니다(사고율점수 42점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001916,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로",이 구간은 서비스 도로(주차장 진입로 등)입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 80점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 20점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001917,56.0,보통,100.0,70,80,0,20,"서비스 도로, 사고다발구간, 좁은 도로",이 구간은 서비스 도로(주차장 진입로 등)입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 80점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 20점). 사고 다발 구간으로 각별한 주의가 필요합니다(사고율점수 100점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001918,39.6,보통,34.3,70,80,0,20,"서비스 도로, 좁은 도로",이 구간은 서비스 도로(주차장 진입로 등)입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 80점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 20점). 인근에 사고 이력이 있는 지점이 있습니다(사고율점수 34점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001919,39.6,보통,34.3,70,80,0,20,"서비스 도로, 좁은 도로",이 구간은 서비스 도로(주차장 진입로 등)입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 80점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 20점). 인근에 사고 이력이 있는 지점이 있습니다(사고율점수 34점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001920,48.8,보통,71.1,70,80,0,20,"서비스 도로, 사고다발구간, 좁은 도로",이 구간은 서비스 도로(주차장 진입로 등)입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 80점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 20점). 사고 다발 구간으로 각별한 주의가 필요합니다(사고율점수 71점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001921,48.8,보통,71.1,70,80,0,20,"서비스 도로, 사고다발구간, 좁은 도로",이 구간은 서비스 도로(주차장 진입로 등)입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 80점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 20점). 사고 다발 구간으로 각별한 주의가 필요합니다(사고율점수 71점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001922,39.6,보통,34.3,70,80,0,20,"서비스 도로, 좁은 도로",이 구간은 서비스 도로(주차장 진입로 등)입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 80점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 20점). 인근에 사고 이력이 있는 지점이 있습니다(사고율점수 34점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001923,39.6,보통,34.3,70,80,0,20,"서비스 도로, 좁은 도로",이 구간은 서비스 도로(주차장 진입로 등)입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 80점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 20점). 인근에 사고 이력이 있는 지점이 있습니다(사고율점수 34점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001924,39.6,보통,34.3,70,80,0,20,"서비스 도로, 좁은 도로",이 구간은 서비스 도로(주차장 진입로 등)입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 80점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 20점). 인근에 사고 이력이 있는 지점이 있습니다(사고율점수 34점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001925,39.6,보통,34.3,70,80,0,20,"서비스 도로, 좁은 도로",이 구간은 서비스 도로(주차장 진입로 등)입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 80점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 20점). 인근에 사고 이력이 있는 지점이 있습니다(사고율점수 34점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001926,48.8,보통,71.1,70,80,0,20,"서비스 도로, 사고다발구간, 좁은 도로",이 구간은 서비스 도로(주차장 진입로 등)입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 80점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 20점). 사고 다발 구간으로 각별한 주의가 필요합니다(사고율점수 71점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001927,56.0,보통,100.0,70,80,0,20,"서비스 도로, 사고다발구간, 좁은 도로",이 구간은 서비스 도로(주차장 진입로 등)입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 80점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 20점). 사고 다발 구간으로 각별한 주의가 필요합니다(사고율점수 100점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001928,32.8,보통,0.0,65,70,20,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001929,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001930,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001931,39.5,보통,38.9,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점). 인근에 사고 이력이 있는 지점이 있습니다(사고율점수 39점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001932,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로",이 구간은 서비스 도로(주차장 진입로 등)입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 80점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 20점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001933,39.3,보통,38.1,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점). 인근에 사고 이력이 있는 지점이 있습니다(사고율점수 38점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001934,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001935,39.3,보통,38.1,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점). 인근에 사고 이력이 있는 지점이 있습니다(사고율점수 38점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001936,39.3,보통,38.1,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점). 인근에 사고 이력이 있는 지점이 있습니다(사고율점수 38점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001937,39.3,보통,38.1,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점). 인근에 사고 이력이 있는 지점이 있습니다(사고율점수 38점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001938,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001939,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001940,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001941,38.5,보통,35.1,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점). 인근에 사고 이력이 있는 지점이 있습니다(사고율점수 35점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001942,40.5,보통,38.1,70,80,0,20,"서비스 도로, 좁은 도로",이 구간은 서비스 도로(주차장 진입로 등)입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 80점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 20점). 인근에 사고 이력이 있는 지점이 있습니다(사고율점수 38점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001943,39.3,보통,38.1,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점). 인근에 사고 이력이 있는 지점이 있습니다(사고율점수 38점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001944,30.0,쉬움,0.0,40,30,0,70,"주간선도로, 넓은 도로, 교통량 많음",이 구간은 주간선도로(왕복 4차선 이상)입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 30점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 70점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001945,28.8,쉬움,0.0,45,40,0,55,보조간선도로,이 구간은 보조간선도로(왕복 2~4차선)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001946,28.8,쉬움,0.0,45,40,0,55,보조간선도로,이 구간은 보조간선도로(왕복 2~4차선)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001947,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001948,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001949,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001950,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001951,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음",이 구간은 도시고속도로급 간선도로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 20점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 80점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001952,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음",이 구간은 도시고속도로급 간선도로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 20점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 80점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001953,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음",이 구간은 도시고속도로급 간선도로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 20점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 80점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001954,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001955,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001956,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001957,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001958,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001959,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001960,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001961,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001962,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001963,53.6,보통,41.6,65,70,90,25,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 90점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점). 인근에 사고 이력이 있는 지점이 있습니다(사고율점수 42점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001964,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로",이 구간은 서비스 도로(주차장 진입로 등)입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 80점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 20점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001965,43.1,보통,41.6,65,70,20,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점). 인근에 사고 이력이 있는 지점이 있습니다(사고율점수 42점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001966,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001967,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001968,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001969,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001970,43.1,보통,41.6,65,70,20,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점). 인근에 사고 이력이 있는 지점이 있습니다(사고율점수 42점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001971,42.9,보통,41.6,70,80,10,20,"서비스 도로, 좁은 도로",이 구간은 서비스 도로(주차장 진입로 등)입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 80점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 20점). 인근에 사고 이력이 있는 지점이 있습니다(사고율점수 42점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001972,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001973,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001974,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001975,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001976,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로",이 구간은 서비스 도로(주차장 진입로 등)입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 80점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 20점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001977,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_001978,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
